Date;Open*;High;Low;Close**;Volume;Market Cap
Dec 31, 2021;3,713.43;3,807.29;3,636.87;3,682.63;14,157,285,268;438,128,003,491
Dec 30, 2021;3,632.22;3,767.56;3,595.20;3,713.85;12,925,377,999;441,792,512,827
Dec 29, 2021;3,797.44;3,827.98;3,612.80;3,628.53;15,722,555,672;431,593,692,098
Dec 28, 2021;4,037.54;4,037.54;3,769.28;3,800.89;17,299,472,803;452,043,198,574
Dec 27, 2021;4,064.75;4,126.00;4,033.49;4,037.55;11,424,360,002;480,134,213,401
Dec 26, 2021;4,094.15;4,105.02;4,013.03;4,067.33;11,197,244,172;483,620,188,465
Dec 25, 2021;4,049.78;4,138.57;4,027.93;4,093.28;10,894,785,525;486,650,526,450
Dec 24, 2021;4,111.34;4,134.11;4,029.06;4,047.98;12,769,090,623;481,210,199,545
Dec 23, 2021;3,981.96;4,149.03;3,897.23;4,108.02;18,007,273,742;488,291,028,084
Dec 22, 2021;4,018.70;4,073.79;3,947.69;3,982.10;13,921,756,199;473,270,048,864
Dec 21, 2021;3,938.46;4,058.82;3,918.84;4,020.26;16,388,555,198;477,751,386,115
Dec 20, 2021;3,923.70;3,980.10;3,759.40;3,933.84;21,589,690,675;467,428,565,001
Dec 19, 2021;3,960.87;4,018.66;3,894.40;3,922.59;16,167,785,597;466,037,604,379
Dec 18, 2021;3,880.29;3,993.83;3,774.62;3,960.86;19,530,895,889;470,530,555,466
Dec 17, 2021;3,959.01;3,992.79;3,711.42;3,879.49;23,143,541,098;460,810,766,341
Dec 16, 2021;4,020.41;4,110.37;3,956.06;3,962.47;19,825,531,254;470,613,962,761
Dec 15, 2021;3,862.25;4,086.37;3,664.72;4,018.39;26,411,188,833;477,201,243,362
Dec 14, 2021;3,782.82;3,866.63;3,700.10;3,745.44;23,836,759,957;444,724,220,347
Dec 13, 2021;4,136.36;4,145.96;3,680.61;3,784.23;23,999,841,386;449,291,443,953
Dec 12, 2021;4,084.81;4,173.61;3,993.06;4,134.45;14,057,603,914;490,816,832,310
Dec 11, 2021;3,909.67;4,095.65;3,846.05;4,084.45;19,131,502,454;484,824,810,240
Dec 10, 2021;4,113.59;4,227.11;3,897.77;3,908.50;28,014,595,631;463,886,245,130
Dec 09, 2021;4,433.03;4,482.31;4,078.84;4,119.82;22,296,131,874;488,911,369,093
Dec 08, 2021;4,311.67;4,453.11;4,234.54;4,439.36;18,704,315,119;526,774,233,712
Dec 07, 2021;4,358.59;4,428.59;4,264.32;4,315.06;22,366,213,354;511,968,714,781
Dec 06, 2021;4,199.00;4,375.52;3,930.81;4,358.74;28,229,518,513;517,093,472,536
Dec 05, 2021;4,119.63;4,246.92;4,040.22;4,198.32;25,533,062,707;498,007,875,686
Dec 04, 2021;4,227.76;4,242.73;3,525.49;4,119.59;38,478,999,182;488,613,645,062
Dec 03, 2021;4,514.36;4,647.29;4,100.15;4,220.71;25,879,591,528;500,552,313,217
Dec 02, 2021;4,586.33;4,628.92;4,441.51;4,511.30;21,502,671,027;534,956,208,694
Dec 01, 2021;4,623.68;4,780.73;4,530.27;4,586.99;27,634,826,695;543,871,223,795
Nov 30, 2021;4,447.77;4,753.27;4,358.07;4,631.48;28,626,354,111;549,085,770,691
Nov 29, 2021;4,296.95;4,460.85;4,284.50;4,445.11;19,086,475,837;526,931,291,117
Nov 28, 2021;4,101.65;4,297.92;3,989.97;4,294.45;15,953,126,340;509,016,708,179
Nov 27, 2021;4,043.00;4,187.68;4,033.51;4,096.91;16,515,693,874;485,548,014,481
Nov 26, 2021;4,522.21;4,550.84;3,933.51;4,030.91;26,281,795,488;477,672,051,593
Nov 25, 2021;4,271.39;4,550.52;4,249.77;4,274.74;18,705,358,318;506,472,632,401
Nov 24, 2021;4,340.04;4,376.88;4,176.18;4,239.98;21,838,037,128;502,285,105,696
Nov 23, 2021;4,089.68;4,385.48;4,069.77;4,340.76;22,133,497,059;514,217,959,090
Nov 22, 2021;4,266.51;4,302.02;4,033.57;4,088.46;19,752,218,877;484,275,218,142
Nov 21, 2021;4,412.20;4,422.49;4,255.46;4,269.73;14,094,831,413;505,690,293,990
Nov 20, 2021;4,298.35;4,434.39;4,209.24;4,409.93;15,448,261,277;522,236,291,601
Nov 19, 2021;3,995.73;4,311.71;3,982.92;4,298.31;20,626,269,711;508,960,524,908
Nov 18, 2021;4,287.80;4,343.56;3,959.23;4,000.65;21,383,250,893;473,663,292,938
Nov 17, 2021;4,213.91;4,300.31;4,107.13;4,287.59;22,183,461,850;507,579,384,616
Nov 16, 2021;4,570.48;4,891.70;4,144.33;4,216.37;27,417,502,801;499,090,512,787
Nov 15, 2021;4,627.09;4,764.64;4,546.60;4,557.50;16,275,851,299;539,410,730,883
Nov 14, 2021;4,648.63;4,689.84;4,516.94;4,626.36;12,172,962,219;547,499,259,423
Nov 13, 2021;4,666.72;4,702.12;4,582.18;4,651.46;14,457,436,261;550,408,539,446
Nov 12, 2021;4,724.31;4,808.74;4,510.92;4,667.12;18,316,060,208;552,199,380,998
Nov 11, 2021;4,635.45;4,778.06;4,580.99;4,730.38;17,933,201,129;559,621,726,330
Nov 10, 2021;4,733.36;4,859.50;4,485.09;4,636.17;22,748,160,545;548,414,296,327
Nov 09, 2021;4,810.07;4,837.59;4,718.04;4,735.07;20,834,172,627;560,049,280,556
Nov 08, 2021;4,619.65;4,822.36;4,619.65;4,812.09;19,290,896,267;569,094,330,697
Nov 07, 2021;4,523.98;4,640.92;4,510.98;4,620.55;13,541,376,033;546,381,671,971
Nov 06, 2021;4,482.65;4,531.00;4,334.97;4,521.58;14,429,076,700;534,616,843,813
Nov 05, 2021;4,537.42;4,570.90;4,447.49;4,486.24;15,086,003,586;530,378,899,238
Nov 04, 2021;4,604.68;4,606.52;4,426.62;4,537.32;18,415,244,464;536,356,841,434
Nov 03, 2021;4,589.68;4,664.91;4,462.98;4,607.19;21,220,463,155;544,555,114,009
Nov 02, 2021;4,322.50;4,599.95;4,288.69;4,584.80;20,794,448,222;541,846,540,463
Nov 01, 2021;4,288.22;4,377.32;4,160.97;4,324.63;17,985,288,261;511,040,780,623
Oct 31, 2021;4,322.74;4,394.45;4,179.02;4,288.07;17,498,160,238;506,663,636,947
Oct 30, 2021;4,414.24;4,426.85;4,252.49;4,325.65;14,615,490,626;511,045,675,623
Oct 29, 2021;4,288.69;4,455.74;4,271.71;4,414.75;22,967,641,914;521,512,615,610
Oct 28, 2021;3,924.82;4,293.15;3,905.71;4,287.32;25,958,154,575;506,402,198,179
Oct 27, 2021;4,132.17;4,299.15;3,930.26;3,930.26;26,219,530,404;464,175,061,361
Oct 26, 2021;4,217.34;4,289.13;4,106.82;4,131.10;17,157,714,562;487,840,182,030
Oct 25, 2021;4,084.43;4,236.67;4,072.03;4,217.88;15,995,727,040;498,030,801,217
Oct 24, 2021;4,171.86;4,185.73;3,967.12;4,087.90;14,978,083,638;482,628,847,456
Oct 23, 2021;3,971.36;4,171.66;3,944.63;4,171.66;14,781,537,792;492,462,196,227
Oct 22, 2021;4,055.69;4,162.98;3,908.34;3,970.18;19,432,937,968;468,623,912,328
Oct 21, 2021;4,161.71;4,366.09;4,032.48;4,054.32;28,220,661,820;478,500,948,880
Oct 20, 2021;3,877.73;4,167.47;3,833.29;4,155.99;20,338,319,988;490,444,280,909
Oct 19, 2021;3,747.16;3,883.93;3,736.78;3,877.65;15,998,757,133;457,545,764,474
Oct 18, 2021;3,847.73;3,888.21;3,686.75;3,748.76;17,386,204,158;442,286,890,171
Oct 17, 2021;3,829.86;3,914.90;3,660.72;3,847.10;15,908,090,346;453,838,694,184
Oct 16, 2021;3,865.67;3,962.45;3,805.89;3,830.38;16,578,095,629;451,814,143,160
Oct 15, 2021;3,790.15;3,895.47;3,735.36;3,862.63;20,966,841,512;455,566,504,000
Oct 14, 2021;3,604.96;3,819.26;3,590.28;3,786.01;19,443,499,909;446,474,897,131
Oct 13, 2021;3,492.75;3,607.74;3,417.60;3,606.20;16,211,275,589;425,218,703,480
Oct 12, 2021;3,546.48;3,546.48;3,407.34;3,492.57;18,109,578,443;411,781,081,166
Oct 11, 2021;3,419.73;3,622.29;3,385.76;3,545.35;18,579,189,588;417,956,526,087
Oct 10, 2021;3,575.02;3,603.24;3,414.97;3,425.85;16,171,746,693;403,822,590,446
Oct 09, 2021;3,560.00;3,628.24;3,544.64;3,575.72;12,707,036,942;421,440,173,778
Oct 08, 2021;3,587.83;3,667.96;3,547.83;3,563.76;16,222,029,488;419,983,193,014
Oct 07, 2021;3,576.81;3,650.01;3,479.91;3,587.97;19,090,322,927;422,788,897,812
Oct 06, 2021;3,516.57;3,622.55;3,354.47;3,580.56;21,855,226,591;421,867,592,042
Oct 05, 2021;3,381.78;3,541.45;3,365.82;3,518.52;16,632,591,670;414,510,299,768
Oct 04, 2021;3,418.78;3,434.78;3,283.45;3,380.09;17,747,154,101;398,156,802,049
Oct 03, 2021;3,390.77;3,484.61;3,348.12;3,418.36;15,516,566,862;402,619,122,254
Oct 02, 2021;3,308.87;3,464.84;3,260.03;3,391.69;19,202,671,704;399,433,404,741
Oct 01, 2021;3,001.13;3,329.85;2,978.65;3,307.52;22,307,625,573;389,475,327,627
Sep 30, 2021;2,852.56;3,046.52;2,840.29;3,001.68;17,661,065,099;353,421,264,860
Sep 29, 2021;2,809.30;2,946.88;2,786.99;2,853.14;15,763,456,158;335,894,451,616
Sep 28, 2021;2,928.96;2,970.77;2,793.36;2,807.30;16,895,079,070;330,459,005,352
Sep 27, 2021;3,065.84;3,163.67;2,932.69;2,934.14;19,164,053,681;345,350,983,222
Sep 26, 2021;2,926.34;3,114.86;2,744.58;3,062.27;21,172,766,310;360,390,447,457
Sep 25, 2021;2,930.88;2,968.99;2,818.97;2,925.57;18,932,786,754;344,263,323,578
Sep 24, 2021;3,154.56;3,159.64;2,747.34;2,931.67;25,595,422,789;344,941,570,042
Sep 23, 2021;3,077.97;3,173.54;3,038.10;3,155.52;18,516,291,047;371,237,859,101
Sep 22, 2021;2,763.21;3,089.08;2,741.44;3,077.87;23,742,102,645;362,060,838,609
Sep 21, 2021;2,977.31;3,101.70;2,676.41;2,764.43;30,405,062,665;325,153,006,769
Sep 20, 2021;3,329.67;3,343.33;2,940.84;2,958.99;27,371,684,581;347,997,332,693
Sep 19, 2021;3,433.29;3,448.32;3,286.17;3,329.45;14,257,609,743;391,520,172,702
Sep 18, 2021;3,397.42;3,540.81;3,371.89;3,432.02;15,995,220,233;403,535,591,621
Sep 17, 2021;3,569.57;3,589.31;3,356.45;3,398.54;17,722,363,229;399,552,923,890
Sep 16, 2021;3,613.07;3,673.31;3,489.81;3,571.29;20,093,903,064;419,815,044,704
Sep 15, 2021;3,431.22;3,615.28;3,365.91;3,615.28;17,548,551,804;424,937,147,897
Sep 14, 2021;3,286.32;3,429.17;3,273.63;3,429.17;19,125,420,848;403,015,177,032
Sep 13, 2021;3,407.47;3,426.50;3,121.51;3,285.51;22,721,552,948;386,087,569,776
Sep 12, 2021;3,270.29;3,462.47;3,235.11;3,410.13;16,810,411,424;400,686,506,367
Sep 11, 2021;3,209.03;3,346.53;3,208.96;3,270.28;18,627,122,934;384,209,314,701
Sep 10, 2021;3,425.56;3,512.57;3,157.06;3,211.51;22,355,974,097;377,261,165,406
Sep 09, 2021;3,452.55;3,562.99;3,400.52;3,427.34;24,118,055,831;402,569,602,098
Sep 08, 2021;3,428.38;3,559.12;3,224.76;3,497.32;31,738,430,771;410,741,599,782
Sep 07, 2021;3,926.53;3,945.31;3,062.22;3,426.39;39,131,346,397;402,365,928,843
Sep 06, 2021;3,951.52;3,968.43;3,868.99;3,928.38;18,674,691,198;461,261,434,464
Sep 05, 2021;3,886.33;3,979.19;3,838.49;3,952.13;18,371,468,576;463,997,267,858
Sep 04, 2021;3,937.91;3,969.45;3,837.93;3,887.83;20,806,963,328;456,394,981,337
Sep 03, 2021;3,787.49;4,022.47;3,712.68;3,940.61;26,207,765,094;462,538,485,147
Sep 02, 2021;3,825.03;3,830.71;3,726.75;3,790.99;24,387,397,330;444,924,932,307
Sep 01, 2021;3,430.76;3,836.87;3,387.41;3,834.83;30,070,890,104;450,017,458,312
Aug 31, 2021;3,227.76;3,466.99;3,195.22;3,433.73;27,280,502,987;402,902,770,210
Aug 30, 2021;3,227.19;3,346.58;3,151.44;3,224.37;19,306,924,485;378,293,803,192
Aug 29, 2021;3,246.77;3,283.24;3,158.84;3,227.00;13,296,586,731;378,558,550,046
Aug 28, 2021;3,275.10;3,284.85;3,217.40;3,244.40;13,709,633,698;380,556,000,846
Aug 27, 2021;3,096.41;3,281.84;3,064.49;3,270.60;18,489,602,004;383,584,756,115
Aug 26, 2021;3,228.75;3,249.66;3,060.23;3,100.33;17,405,668,117;363,573,005,236
Aug 25, 2021;3,174.27;3,248.73;3,086.11;3,224.92;18,902,728,235;378,139,623,273
Aug 24, 2021;3,324.86;3,358.69;3,154.12;3,172.46;20,131,028,906;371,945,926,397
Aug 23, 2021;3,241.36;3,373.38;3,235.85;3,319.26;20,511,110,509;389,112,198,985
Aug 22, 2021;3,226.23;3,272.73;3,142.01;3,242.12;15,983,278,460;380,025,418,317
Aug 21, 2021;3,286.93;3,307.35;3,209.87;3,226.08;18,113,977,628;378,102,594,336
Aug 20, 2021;3,182.16;3,298.25;3,178.10;3,286.94;20,885,619,828;385,190,199,131
Aug 19, 2021;3,019.13;3,184.44;2,963.15;3,182.70;19,546,290,360;372,932,559,773
Aug 18, 2021;3,011.96;3,124.98;2,959.03;3,020.09;21,539,248,425;353,837,223,420
Aug 17, 2021;3,149.38;3,288.81;2,996.47;3,014.85;25,509,056,745;353,182,540,849
Aug 16, 2021;3,309.42;3,333.99;3,139.78;3,156.51;23,080,039,949;369,734,989,544
Aug 15, 2021;3,266.28;3,320.08;3,117.79;3,310.50;22,166,205,051;387,728,432,650
Aug 14, 2021;3,322.76;3,329.28;3,214.52;3,265.44;19,860,862,133;382,406,961,576
Aug 13, 2021;3,049.00;3,324.67;3,037.68;3,322.21;23,868,866,254;389,010,223,400
Aug 12, 2021;3,164.18;3,236.31;2,984.17;3,043.41;25,403,699,845;356,323,695,446
Aug 11, 2021;3,142.83;3,269.21;3,122.92;3,164.25;26,729,035,052;370,427,827,541
Aug 10, 2021;3,163.05;3,228.94;3,059.23;3,141.69;27,605,221,710;367,745,684,864
Aug 09, 2021;3,012.89;3,185.70;2,900.93;3,167.86;31,983,260,936;370,765,447,257
Aug 08, 2021;3,161.23;3,184.60;2,951.75;3,013.73;28,433,638,008;352,685,939,542
Aug 07, 2021;2,891.71;3,170.23;2,868.54;3,157.24;33,081,467,129;369,437,242,138
Aug 06, 2021;2,827.50;2,944.90;2,727.79;2,890.94;26,528,577,879;338,237,757,600
Aug 05, 2021;2,725.67;2,840.43;2,540.68;2,827.33;31,057,928,075;330,757,177,808
Aug 04, 2021;2,508.54;2,764.44;2,463.47;2,724.62;25,038,698,173;318,705,809,705
Aug 03, 2021;2,609.41;2,630.31;2,449.35;2,502.35;22,696,753,413;292,673,137,937
Aug 02, 2021;2,557.77;2,665.73;2,511.38;2,610.15;22,162,754,104;305,247,273,085
Aug 01, 2021;2,530.46;2,695.43;2,520.93;2,561.85;22,697,987,055;299,564,961,374
Jul 31, 2021;2,461.58;2,551.16;2,423.82;2,536.21;18,001,710,283;296,532,997,873
Jul 30, 2021;2,382.55;2,469.70;2,322.34;2,466.96;20,212,848,934;288,404,129,264
Jul 29, 2021;2,299.01;2,396.45;2,273.40;2,380.96;16,313,373,113;278,318,371,381
Jul 28, 2021;2,302.08;2,341.78;2,250.91;2,296.55;18,991,302,378;268,421,055,914
Jul 27, 2021;2,230.20;2,316.95;2,154.73;2,298.33;23,067,480,378;268,599,779,831
Jul 26, 2021;2,191.31;2,428.82;2,177.33;2,233.37;29,614,324,233;260,978,030,148
Jul 25, 2021;2,187.15;2,194.44;2,108.83;2,191.37;14,566,483,636;256,042,010,286
Jul 24, 2021;2,123.96;2,197.65;2,107.32;2,189.22;16,057,446,601;255,761,140,995
Jul 23, 2021;2,025.11;2,129.44;2,000.44;2,124.78;16,200,392,492;248,204,064,165
Jul 22, 2021;1,994.82;2,044.12;1,954.30;2,025.20;17,495,480,331;236,545,322,693
Jul 21, 2021;1,786.28;2,025.68;1,759.02;1,990.97;21,253,359,756;232,520,574,470
Jul 20, 2021;1,819.08;1,837.00;1,722.05;1,787.51;17,368,597,636;208,735,078,074
Jul 19, 2021;1,893.05;1,916.12;1,807.91;1,817.30;14,157,735,481;212,189,036,787
Jul 18, 2021;1,900.19;1,988.34;1,883.01;1,895.55;13,791,868,728;221,300,983,041
Jul 17, 2021;1,876.88;1,917.60;1,855.59;1,898.83;13,364,282,076;221,657,905,577
Jul 16, 2021;1,916.60;1,959.70;1,853.59;1,880.38;14,884,569,147;219,480,196,483
Jul 15, 2021;1,994.71;2,037.74;1,883.27;1,911.18;15,688,092,552;223,049,018,143
Jul 14, 2021;1,941.17;2,015.11;1,869.22;1,994.33;17,342,819,679;232,727,182,406
Jul 13, 2021;2,034.10;2,040.69;1,922.58;1,940.08;16,621,628,658;226,371,110,382
Jul 12, 2021;2,140.51;2,167.71;2,011.02;2,036.72;17,768,129,077;237,619,933,340
Jul 11, 2021;2,110.88;2,172.65;2,083.80;2,139.66;14,705,386,138;249,601,597,225
Jul 10, 2021;2,147.00;2,190.12;2,081.92;2,111.40;17,581,542,471;246,276,605,890
Jul 09, 2021;2,115.57;2,185.38;2,051.07;2,146.69;23,029,574,602;250,363,856,991
Jul 08, 2021;2,317.95;2,324.01;2,089.41;2,120.03;23,188,123,689;247,225,603,542
Jul 07, 2021;2,323.21;2,403.77;2,298.03;2,315.16;22,398,345,285;269,950,094,549
Jul 06, 2021;2,197.92;2,346.29;2,197.92;2,324.68;20,891,861,314;271,028,619,181
Jul 05, 2021;2,321.92;2,321.92;2,163.04;2,198.58;20,103,794,829;256,297,846,064
Jul 04, 2021;2,226.55;2,384.29;2,190.84;2,321.72;18,787,107,473;270,621,669,241
Jul 03, 2021;2,150.84;2,237.57;2,117.59;2,226.11;17,433,361,641;259,447,545,608
Jul 02, 2021;2,109.89;2,155.60;2,021.82;2,150.04;31,796,212,554;250,552,745,326
Jul 01, 2021;2,274.40;2,274.40;2,081.08;2,113.61;29,061,701,793;246,278,235,669
Jun 30, 2021;2,164.22;2,282.99;2,090.76;2,274.55;25,828,056,268;265,001,225,921
Jun 29, 2021;2,083.45;2,242.24;2,076.24;2,160.77;24,815,124,419;251,715,870,101
Jun 28, 2021;1,981.39;2,139.81;1,963.62;2,079.66;25,514,602,841;242,239,400,958
Jun 27, 2021;1,831.00;1,979.96;1,811.25;1,978.89;19,885,474,742;230,473,556,118
Jun 26, 2021;1,810.88;1,850.18;1,719.56;1,829.24;20,637,542,361;213,021,180,909
Jun 25, 2021;1,989.22;2,017.76;1,794.40;1,813.22;22,774,334,998;211,131,091,602
Jun 24, 2021;1,968.96;2,032.34;1,887.43;1,988.46;20,272,845,769;231,509,317,649
Jun 23, 2021;1,878.63;2,043.53;1,827.57;1,989.74;28,408,659,206;231,625,292,667
Jun 22, 2021;1,886.67;1,993.16;1,707.60;1,874.95;35,547,251,725;218,244,605,870
Jun 21, 2021;2,245.32;2,259.46;1,867.19;1,888.45;33,745,173,825;219,790,202,020
Jun 20, 2021;2,171.34;2,275.38;2,049.96;2,246.36;22,535,930,423;261,416,943,134
Jun 19, 2021;2,235.16;2,278.41;2,168.88;2,178.50;18,765,854,896;253,490,067,194
Jun 18, 2021;2,374.59;2,377.20;2,147.31;2,231.73;22,752,818,388;259,654,503,060
Jun 17, 2021;2,367.31;2,457.18;2,312.30;2,372.00;21,871,633,186;275,942,664,677
Jun 16, 2021;2,544.86;2,554.63;2,354.35;2,367.66;24,101,926,180;275,405,856,979
Jun 15, 2021;2,587.76;2,639.23;2,515.15;2,610.94;29,005,279,219;303,650,794,388
Jun 14, 2021;2,508.77;2,606.43;2,469.39;2,537.89;26,964,576,331;295,112,636,978
Jun 13, 2021;2,372.69;2,547.37;2,312.64;2,508.39;27,092,945,370;291,673,894,435
Jun 12, 2021;2,354.75;2,447.23;2,265.76;2,372.48;25,724,364,410;275,838,937,027
Jun 11, 2021;2,472.86;2,495.41;2,326.87;2,353.77;24,832,564,195;273,631,367,135
Jun 10, 2021;2,611.14;2,619.96;2,435.40;2,471.52;28,753,626,390;287,286,991,033
Jun 09, 2021;2,510.20;2,625.07;2,412.20;2,608.27;36,075,832,186;303,147,462,062
Jun 08, 2021;2,594.60;2,620.85;2,315.55;2,517.44;41,909,736,778;292,557,075,207
Jun 07, 2021;2,713.05;2,845.19;2,584.00;2,590.26;30,600,111,277;300,985,400,826
Jun 06, 2021;2,629.75;2,743.44;2,616.16;2,715.09;25,311,639,414;315,453,931,558
Jun 05, 2021;2,691.62;2,817.48;2,558.23;2,630.58;30,496,672,724;305,598,725,249
Jun 04, 2021;2,857.17;2,857.17;2,562.64;2,688.19;34,173,841,611;312,256,566,095
Jun 03, 2021;2,708.38;2,891.25;2,667.68;2,855.13;30,038,207,402;331,608,133,101
Jun 02, 2021;2,634.46;2,801.39;2,555.40;2,706.12;27,723,267,359;314,266,256,163
Jun 01, 2021;2,707.56;2,739.74;2,531.16;2,633.52;27,363,223,090;305,798,597,367
May 31, 2021;2,387.20;2,715.86;2,279.51;2,714.95;31,007,383,150;315,217,277,483
May 30, 2021;2,278.29;2,472.19;2,188.83;2,390.31;25,876,619,428;277,492,990,927
May 29, 2021;2,414.07;2,566.94;2,208.49;2,279.51;33,773,720,220;264,600,384,052
May 28, 2021;2,742.47;2,761.36;2,336.36;2,419.91;39,999,114,805;280,864,129,343
May 27, 2021;2,888.75;2,888.75;2,642.61;2,736.49;33,373,635,283;317,571,010,585
May 26, 2021;2,707.05;2,911.74;2,652.09;2,888.70;42,499,766,020;335,196,485,646
May 25, 2021;2,649.03;2,750.53;2,394.36;2,706.63;49,558,333,256;314,033,309,034
May 24, 2021;2,099.94;2,672.60;2,090.64;2,643.59;53,697,121,740;306,684,156,290
May 23, 2021;2,298.37;2,384.41;1,737.47;2,109.58;56,005,721,977;244,704,904,961
May 22, 2021;2,436.01;2,483.98;2,168.12;2,295.71;42,089,937,660;266,263,966,984
May 21, 2021;2,772.34;2,938.21;2,113.35;2,430.62;53,774,070,802;281,879,243,639
May 20, 2021;2,439.64;2,993.15;2,170.23;2,784.29;67,610,826,680;322,857,390,499
May 19, 2021;3,382.66;3,437.94;1,952.46;2,460.68;84,482,912,776;285,298,709,245
May 18, 2021;3,276.87;3,562.47;3,246.40;3,380.07;40,416,525,218;391,850,295,263
May 17, 2021;3,581.34;3,587.77;3,129.01;3,282.40;54,061,732,774;380,482,843,865
May 16, 2021;3,641.83;3,878.90;3,350.95;3,587.51;47,359,478,734;415,801,534,962
May 15, 2021;4,075.95;4,129.19;3,638.12;3,638.12;42,422,321,751;421,619,090,683
May 14, 2021;3,720.12;4,171.02;3,703.40;4,079.06;48,174,271,215;472,663,570,788
May 13, 2021;3,828.92;4,032.56;3,549.41;3,715.15;78,398,214,539;430,445,282,301
May 12, 2021;4,174.64;4,362.35;3,785.85;3,785.85;69,023,382,175;438,585,075,674
May 11, 2021;3,948.27;4,178.21;3,783.89;4,168.70;52,679,737,865;482,881,900,491
May 10, 2021;3,924.41;4,197.47;3,684.45;3,952.29;62,691,789,007;457,761,219,807
May 09, 2021;3,911.46;3,981.26;3,743.99;3,928.84;50,568,290,278;454,991,994,900
May 08, 2021;3,481.99;3,950.16;3,453.77;3,902.65;50,208,491,286;451,905,650,094
May 07, 2021;3,490.11;3,573.29;3,370.26;3,484.73;39,607,240,515;403,465,702,897
May 06, 2021;3,524.93;3,598.90;3,386.24;3,490.88;44,300,394,788;404,131,394,792
May 05, 2021;3,240.55;3,541.46;3,213.10;3,522.78;48,334,198,383;407,777,080,466
May 04, 2021;3,431.13;3,523.59;3,180.74;3,253.63;62,402,045,158;376,577,399,574
May 03, 2021;2,951.18;3,450.04;2,951.18;3,431.09;49,174,290,212;397,069,786,479
May 02, 2021;2,945.56;2,984.89;2,860.53;2,952.06;28,032,013,047;341,593,133,886
May 01, 2021;2,772.84;2,951.44;2,755.91;2,945.89;28,726,205,272;340,840,444,354
Apr 30, 2021;2,757.73;2,796.05;2,728.17;2,773.21;29,777,179,889;320,822,874,721
Apr 29, 2021;2,748.65;2,797.97;2,672.11;2,756.88;32,578,127,990;318,896,956,051
Apr 28, 2021;2,664.69;2,757.48;2,564.08;2,746.38;34,269,031,076;317,645,696,234
Apr 27, 2021;2,534.03;2,676.39;2,485.38;2,662.87;32,275,969,215;307,950,352,777
Apr 26, 2021;2,319.48;2,536.34;2,308.32;2,534.48;35,208,325,408;293,069,092,286
Apr 25, 2021;2,214.41;2,354.09;2,172.52;2,316.06;31,814,355,546;267,780,847,561
Apr 24, 2021;2,367.20;2,367.74;2,163.69;2,211.63;31,854,226,936;255,676,477,656
Apr 23, 2021;2,401.26;2,439.54;2,117.04;2,363.59;55,413,933,925;273,212,191,169
Apr 22, 2021;2,357.87;2,641.09;2,315.96;2,403.54;53,575,904,724;277,797,467,179
Apr 21, 2021;2,331.16;2,467.20;2,238.37;2,364.75;38,899,067,643;273,282,959,377
Apr 20, 2021;2,161.94;2,345.84;2,060.14;2,330.21;39,433,483,315;269,259,968,844
Apr 19, 2021;2,238.03;2,276.78;2,086.69;2,166.19;34,060,654,971;250,277,144,257
Apr 18, 2021;2,346.45;2,365.46;2,011.77;2,237.14;50,696,368,718;258,444,691,650
Apr 17, 2021;2,429.98;2,497.39;2,333.68;2,344.89;32,349,808,978;270,861,474,697
Apr 16, 2021;2,516.60;2,547.56;2,318.68;2,431.95;36,196,928,256;280,884,355,082
Apr 15, 2021;2,436.03;2,544.27;2,409.92;2,519.12;32,325,606,817;290,918,491,377
Apr 14, 2021;2,299.35;2,449.69;2,284.56;2,435.11;35,592,822,986;281,183,637,540
Apr 13, 2021;2,139.36;2,318.42;2,138.56;2,299.19;29,456,642,939;265,458,239,569
Apr 12, 2021;2,157.36;2,199.72;2,110.37;2,139.35;21,727,936,609;246,975,320,276
Apr 11, 2021;2,136.16;2,165.19;2,119.87;2,157.66;19,692,836,132;249,059,103,192
Apr 10, 2021;2,071.11;2,197.00;2,062.79;2,135.94;24,986,243,611;246,523,420,885
Apr 09, 2021;2,088.77;2,102.87;2,055.16;2,072.11;19,812,472,092;239,127,946,688
Apr 08, 2021;1,969.13;2,091.52;1,959.08;2,088.57;25,312,956,529;241,000,078,758
Apr 07, 2021;2,117.73;2,133.19;1,945.44;1,971.08;36,116,271,935;227,414,944,867
Apr 06, 2021;2,109.49;2,151.22;2,057.61;2,118.38;29,222,865,881;244,382,061,190
Apr 05, 2021;2,093.26;2,140.99;2,032.39;2,107.89;28,889,391,170;243,143,128,760
Apr 04, 2021;2,027.67;2,110.35;2,007.11;2,093.12;26,006,501,902;241,411,837,678
Apr 03, 2021;2,142.90;2,144.96;2,028.42;2,028.42;32,011,518,871;233,921,770,622
Apr 02, 2021;1,976.93;2,152.45;1,960.68;2,143.23;34,862,511,022;247,132,282,844
Apr 01, 2021;1,919.16;1,989.06;1,912.18;1,977.28;30,914,259,795;227,970,125,751
Mar 31, 2021;1,846.10;1,947.84;1,793.00;1,918.36;30,226,902,621;221,151,811,159
Mar 30, 2021;1,819.47;1,860.97;1,793.92;1,846.03;22,512,781,703;212,788,788,571
Mar 29, 2021;1,691.26;1,837.19;1,683.72;1,819.68;22,796,570,548;209,726,738,382
Mar 28, 2021;1,716.41;1,728.58;1,672.66;1,691.36;16,599,472,938;194,913,443,083
Mar 27, 2021;1,703.04;1,732.82;1,674.32;1,716.49;18,102,277,710;197,787,142,643
